complaint_id,product,sub_product,issue,sub_issue,company,state,channel,timely_response,consumer_disputed,date_received,compliance_signal,narrative_length,narrative_preview
5461976,Debt collection,Credit card debt,Written notification about debt,Didn't receive notice of right to dispute,Experian Information Solutions Inc.,FL,Web,Yes,N/A,2022-04-18,financial_harm,382,"I reviewed my recent credit report and upon checking I noticed that there is inaccurate and fraudulent account that I needed to report and correct by your company. My information was misused and it is identity theft. I did not own the following debt. Here is the list that indicates the company name, balance, and date last reported : XXXXXXXX XXXX XXXXXXXX / {$790.00} / XX/XX/2021"
10379918,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,JPMORGAN CHASE & CO.,IL,Web,Yes,N/A,2024-10-08,financial_harm,426,"Chase is refusing to help me file a dispute for a charge on services I didn't get from XXXX different merchants. 

The first merchant was XXXX for {$89.00} and the second merchant ( the one in question now ) is with XXXX XXXX ( XXXX ) for {$210.00}. 

XXXX has ignored my request for a refund when they didn't provide me with any service and pretty much just defrauded me, and chase bank is assisting in their scam against me."
10198559,Debt collection,Telecommunications debt,Attempts to collect debt not owed,Debt is not yours,Radius Global Solutions LLC,MN,Web,Yes,N/A,2024-09-21,financial_harm,1146,"Approximately 3 months ago I began receiving texts from Radius Global Solutions telling me to contact them. I had never heard of the company and I thought it was a scam, so I ignored these texts. A couple of days ago, I received an email from XXXX saying my SSN was on the dark web, so I checked my credit reports and found this Radius Global Solutions on all 3 of my credit reports as a Collections Account with the original creditor listed as XXXX XXXX. I have not done any business with XXXX XXXX. My phone is through XXXX and my internet is with XXXX as well. I had a brief time 2 years ago when I had internet with XXXX. 
I also found wrong addresses on my credit report. On both XXXX and XXXX there was an address in XXXX XXXX XXXX ( when I tried to put in a dispute online about the address it wouldn't let me because that was an address used by Radius Global Solutions ). And on XXXX, there was also an address in XXXXXXXX XXXX. I have never lived in either of these places nor do I know anyone that lives in these places. 
This debt is not mine. I don't know if my Identity has been stolen or if there has been a some other mistake made."
10759669,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Add-on products and services,SYNCHRONY FINANCIAL,NY,Web,Yes,N/A,2024-11-11,financial_harm,1163,"On or around XX/XX/XXXX, I noticed an {$8.00} charge on my Paypal Mastercard, I then proceeded to cancel the charge, then after I canceled, I called Paypal Mastercard so that they would explain the XXXX XXXX day which I had been charged since XXXX ( for over 4 years by the time I discovered it ). I then spoke to an agent who explained it and its purpose. I then told them it sounded like a good feature and would like to enroll me back. The agent explained what I needed to do, and I did as I was told. After a couple of attempts to enroll back, nothing happened. I then called Synchrony Bank ( XXXX ), and they promised that someone would call me back about the issue. Nobody, called then I called them on XX/XX/XXXX, and explained to them since nobody has called me since my last attempts to enroll back in the program, I would like a refund for the $ XXXX I paid for over 4 years. The agent then told me that she could only refund me {$17.00}, and that's it. 
Please, this is not right, I paid $ XXXX for over 4 years. 
PLEASE HELP ME WITH THIS ISSUE. 

In addition, the company has now closed the credit card for some fake reasons. 
XXXX XXXX ( XXXX ) XXXX."
14418842,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,Experian Information Solutions Inc.,GA,Web,Yes,N/A,2025-07-02,financial_harm,1538,"I am filing this complaint against XXXX XXXX XXXX for their failure to provide proper debt verification as required under the Fair Credit Reporting Act ( FCRA ) and the Fair Debt Collection Practices Act ( FDCPA ). I previously disputed the debt with XXXX XXXX XXXX and the credit bureaus, requesting proper validation, including original signed agreements, detailed account statements, and proof of their legal authority to collect the debt. However, XXXX XXXX XXXX responded with a generic confirmation, failing to provide substantive documentation to prove the legitimacy and accuracy of the debt. 

Key Issues : Failure to Provide Proper Debt Validation : XXXX XXXX has not provided adequate documentation verifying the debt, violating 15 U.S. Code 1692g ( FDCPA ).

Failure to Disclose Method of Verification : The credit bureaus, in response to my dispute, claim XXXX XXXX verified the debt but have not disclosed their method of verification as required under 15 U.S. Code 1681i ( FCRA ).

Harm to My Creditworthiness : This inaccurate reporting is negatively impacting my credit score, causing financial harm and potentially leading to loan denials.

Requested Resolution : XXXX XXXX XXXX mus"
2735877,Vehicle loan or lease,Loan,Problems at the end of the loan or lease,Problem related to refinancing,ZIONS BANCORPORATION,UT,Web,Yes,N/A,2017-11-22,financial_harm,3401,"In XX/XX/XXXX, I opened an auto loan with Zions Bank for the amount of {$25000.00}. On the original promissory note, it stated that my monthly payments would be {$480.00}. I faithfully paid {$480.00} each month with the exception of XX/XX/XXXX and XX/XX/XXXX. For those two months, I paid {$100.00} for a payment deferment per Zions Bank 's policy. 

The apparent problem with the loan began in XX/XX/XXXX. For some reason that Zions Bank has yet to explain, I began to receive monthly payment coupons for my loan which stated that I should pay just over {$400.00}, instead of the original promissory note 's stated {$480.00}. I naively assumed that Zions Bank knew what they were doing in managing my loan and had perhaps readjusted something with the loan. So, I began to faithfully pay {$410.00} per month. With each successive month 's payment coupon, it reflected that I was AHEAD of my payment schedule since I had paid {$410.00} instead of the stated required {$400.00} per month. 

After nearly 36 months of this payment schedule, the last payment coupon I received stated that I only needed to pay around {$100.00} since I was AHEAD from paying a little extra each month. Unfortunately, I ig"
14535715,Debt collection,Private student loan debt,Took or threatened to take negative or legal action,Sued you without properly notifying you of lawsuit,"S & S Recovery, Inc.",TX,Web,Yes,N/A,2025-07-08,financial_harm,744,"This complaint is against S & S Recovery , Inc. for publishing an unauthorized debt collection account to my credit report without any form of validation, contract, or legal right to do so. I was never notified, never served, and never received my dispute rights under FDCPA 809.

They are illegally using and reporting my personal data, without consent, and are damaging my credit profile. Their failure to respond to debt validation demands and refusal to provide proper documentation qualifies as willful noncompliance. 

I am demanding deletion, cease and desist, and written confirmation within 10 days. They have already harmed my financial standing and mental health. I have prepared litigation and will pursue maximum statutory damages."
7284466,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IN,Web,Yes,N/A,2023-07-22,financial_harm,507,"I filed a dispute with Transunion and XXXX for inaccuracy on credit report. The dispute XXXX account. I told them the account was sold and was settled with another company. They refused to remove indicated the account was verified and correct. 
I have been denied rental, charged higher deposits, offered lower loan amounts for home mortgage because of this. 
I made my last attempt with Transunion on XX/XX/XXXX through chat. The representative told me it was varied before even asking for the information."
2220734,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,Revenue Assistance Corporation dba Revenue Group,TX,Web,Yes,No,2016-11-22,financial_harm,184,"This debt collection agency would not verify this debt advising it was a personal matter when requested detailed information, would not disclose via written communication nor by phone."
1940217,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,JPMORGAN CHASE & CO.,GA,Web,Yes,No,2016-05-24,financial_harm,312,XXXX continues to report account is a open/revolving account. This account should be reported as a collection account. They are reporting a past due amount when a collection account can not have a past due amount because we never agreed to any terms. XXXX is reporting that they are a creditor when they are not.
9838452,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",TX,Web,Yes,N/A,2024-08-18,financial_harm,4322,"I am writing to formally submit a complaint regarding a data breach that occurred at XXXX. In XXXX Of XXXX I learned that my personal information may have been compromised due to a security incident involving your company. This breach has caused me significant distress and concern regarding identity theft and unauthorized access to my sensitive information.

The specific details of the breach include : Nature of the Breach : It was reported that unauthorized individuals gained access to sensitive consumer data, including names, Social Security numbers, and financial information. 
Impact on Me : As a result of this breach, XXXX. Increased Rise XXXX  Identity Theft XXXX of the most immediate consequences of a data breach is the heightened risk of identity theft. When personal information such as Social Security numbers, credit card details, or bank account information is exposed, cybercriminals can use this data to impersonate individuals. This may lead to unauthorized transactions, opening new accounts in the victims name, or even committing fraud against financial institutions. 

XXXX. Financial Losses The financial implications for consumers can be significant. Victims of identity"
11888144,Debt collection,I do not know,Written notification about debt,Didn't receive enough information to verify debt,"Sentry Credit, Inc.",CO,Web,Yes,N/A,2025-02-01,financial_harm,891,"I sent a debt validation request to XXXX XXXX XXXX on XX/XX/year> via certified mail ( Tracking # XXXX XXXX XXXX XXXX XXXX XXXX XXXX ). They received it on XX/XX/year> but failed to provide validation. Instead, they updated the account on my credit report on XX/XX/year> with the remark Completed the investigation of FCRA dispute-customer disagreed ; PLACED FOR COLLECTION. I sent them a follow up letter notifying them of their violation via certified mail on XX/XX/year>. This is a violation of the Fair Debt Collection Practices Act ( FDCPA ) and the Fair Credit Reporting Act ( FCRA ), as they are required to cease collection activities, including reporting to credit bureaus, until they verify the debt. Since they failed to provide validation but continued reporting I am requesting that the CFPB investigate and require them to remove this account from my credit report immediately."
11571605,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,,"Block, Inc.",VA,Web,Yes,N/A,2025-01-17,financial_harm,661,"I am filing a complaint against Cash App ( Block , Inc. ) due to inadequate customer service and unfair practices, which violate the Consumer Financial Protection Act ( CFPA ). Specifically, Cash App failed to take timely and effective measures to prevent and address fraud on their platform, leaving my account vulnerable and unprotected.

Furthermore, their dispute resolution process was unfair and deceptive, as they did not comply with error resolution requirements under the Electronic Fund Transfer Act ( EFTA ) and Regulation E. These actions have caused significant inconvenience and financial loss, and I seek appropriate redress for these violations."
17326290,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",TX,Web,Yes,N/A,2025-11-18,financial_harm,12256,"Over the past several months, I have been carefully reviewing my consumer credit reports across all three major credit reporting agencies. During this process, I discovered multiple items that appear inaccurate, unverified, or lacking any legitimate documentation supporting their continued reporting. Specifically, I identified an account reported by a company identified asXX/XX/XXXX and a series of auto-related credit inquiries that I do not recall authorizing individually. The circumstances surrounding both the account and the inquiries raise substantial questions about accuracy, verification processes, permissible purpose, and procedural compliance under federal consumer protection laws. Because these issues affect the overall accuracy and fairness of my credit profile, I am bringing this matter to the attention of the CFPB and the companies involved. 

SECTION 1 DISCOVERY OF THE DISPUTED ACCOUNT The first issue concerns a derogatory account that appears on my consumer credit report. This account is reported as a charged-off or collection-type account by a company identified on my file asXX/XX/XXXX. According to the information on the credit report, the account was allegedly clos"
4902661,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Investigation took more than 30 days,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,Web,Yes,N/A,2021-11-11,financial_harm,680,"I send a letter to XXXX XXXX XXXX XXXX XXXX on XXXX to remove these accounts immediately which were wrongly reported on my credit reports : XXXX XXXX. Account Number XXXX the amount charged off is {$8600.00} ... Account Name : XXXX XXXX Account Number : XXXX amount charged off {$6300.00} ... Account Name : XXXX XXXX. Account Number:XXXX, Amount charged off {$2500.00} ... Account Name : XXXX XXXX XXXX.Account Number : XXXX, Amount charged off {$5900.00} ... Account Name : XXXX XXXX  XXXX XXXX . Account Number : XXXX Amount charged off {$630.00}... It has been 30 days since I send my letters, the credit companies are not complying with their own policies in a timely manner."
4543418,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Difficulty submitting a dispute or getting information about a dispute over the phone,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IL,Web,Yes,N/A,2021-07-13,financial_harm,2424,"On XX/XX/2021 I uncovered Experiential Proof that TransUnion Employs Systemic Predatory Credit Reporting Practices designed to intentionally harm people. 

I have a lot of credit which I keep below a 10 % Credit Utilization Ratio and pay off all cards every month except for 1 XXXX  XXXX XXXX card that was on a 0 % Promo. 

That promo was set to expire and so I was going to pay it off when I received an amazing offer from XXXX XXXX. 

{$10000.00} at 0 % and no Fees of any kind for 18 months so I transferred my XXXX  XXXX XXXX balance whose promo was about to end and a couple of other small cards plus a principle reduction payment to XXXX XXXX  to round out the {$10000.00} So on Tuesday XX/XX/2021 I paid off {$10000.00} of debt and to my surprise that made no impact to my credit report whatsoever. Not even a 1 point increase. 

My score was XXXX and that is where it stayed. 

Then on Sunday XX/XX/2021 when XXXX card reported to TransUnion, TransUnion dropped my score and incredible 111 points and 2 days later on XX/XX/2021 just for good measure TransUnion dropped my score another point bringing me from XXXX all the way down to XXXX or from excellent don't to Yikes! Don't give this gu"
5381526,Debt collection,Other debt,Attempts to collect debt not owed,Debt was result of identity theft,"EQUIFAX, INC.",TX,Web,Yes,N/A,2022-03-29,financial_harm,570,I have contacted equifax and have advised them that I am a victim of identity theft and have sent over a police report for the ongoing investigation involving XXXX XXXX sheriff 's office and atleast 1 person in question as a suspect in taking out loans and other debt in my name without my authorization. The debt from XXXX energy is a result of identity theft and does not belong to me I have contacted the company and have not gotten a response from this company with any evidence other than a itemized bill that could substantiate that this debt indeed belongs to me.
11845589,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MD,Web,Yes,N/A,2025-01-31,financial_harm,266,The company is reporting inaccurate information on my credit report. This account shows up as a charge off. I never received a XXXX cancellation of debt form after I requested the XXXX form XXXX times. Per the IRS this is considered as income and should be reported.
5219437,Debt collection,Credit card debt,Written notification about debt,Didn't receive enough information to verify debt,"Bread Financial Holdings, Inc.",FL,Web,Yes,N/A,2022-02-14,financial_harm,799,"COMENITY BANK have failed to provide consumer with an authenticated record of accounting to validate and verify alleged debt. This is my FINAL NOTICE to provide me my request for accounting. I have the right to an authenticated record of accounting which should be readily available to you as the custodian of records and/or the collective entity. 

Please note that this authenticated record must include ALL tax filings ( including ALL 1099 's, 1096 's and 1098 's ) ANY and ALL trades and/or investments and/or interests associated with this account of which I am alleged to be a party.

I have a right to this information, as its directly associated with the reporting activities associated with my financial record.

Failure to act and/or comply will result in legal actions under Federal Laws."
8535978,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,Experian Information Solutions Inc.,MN,Web,Yes,N/A,2024-03-14,financial_harm,1062,"So late summer 2023 I was looking at options for my student loans due to all the new programs coming out. I was informed that due to the classification of my loans with XXXX that, they would need to be consolidated and I was told this by a 3rd party. I was surprised that XXXX did not reach out as a servicer letting their customers know of this issue with older student loans. I then started the consolidation process via https : //studentaid.gov and I was given the impression that the loans would go into deferment status during the process. However, the loans did not go into deferment and upon seeing the loans were reported to the credit reporting agency I contacted nelnet and applied for a deferment manually. The Loans are now consolidated and with another loan servicer, but my credit report is still showing XXXX accounts with XXXX that they reported XXXX  days past due. I have reached out by challenging the report and called them directly regarding this and they are dragging their feet and this is still adversely effecting me and need it resolved"
11574773,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,,"Block, Inc.",MS,Web,Yes,N/A,2025-01-16,financial_harm,659,"I am filing a complaint against Cash App ( Block , Inc. ) due to inadequate customer service and unfair practices, which violate the Consumer Financial Protection Act ( CFPA ). Specifically, Cash App failed to take timely and effective measures to prevent and address fraud on their platform, leaving my account vulnerable and unprotected. Furthermore, their dispute resolution process was unfair and deceptive, as they did not comply with error resolution requirements under the Electronic Fund Transfer Act ( EFTA ) and Regulation E. These actions has caused significant inconvenience and financial loss, and I seek appropriate redress for these violations."
13855846,Debt collection,Rental debt,Attempts to collect debt not owed,Debt is not yours,"Federal Adjustment Bureau, Inc.",NE,Web,Yes,N/A,2025-06-03,financial_harm,555,"Remove this account from my credit report because the original creditor sold my account to a collection agency without properly notifying me and it's clearly violating my rights. In compliance to 15 U.S. Code 1692e ( 6 ) Debt collectors are legally obligated to adhere to 15 U.S. Code 1692e ( 6 ), which forbids them from providing false information or insinuating inaccuracies about the nature, amount, or legal standing of a debt. It is against the law to make deceptive statements or misrepresentations concerning the debt being pursued for collection."
17992904,Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,NCB Management Services Inc.,LA,Web,Yes,N/A,2025-12-01,financial_harm,698,"I am disputing an alleged debt because the company is attempting to collect the wrong amount and has provided false or misleading information regarding the validity of the debt. I requested full debt validation, including proof of ownership, itemized accounting, and documentation showing I am legally responsible for the debt. The company did not provide any of the required validation.

They are continuing to report and attempt to collect a balance that has not been verified, which is a violation of the FDCPA. Since they failed to validate the debt after my request, I am asking the CFPB to require the company to stop collection activity and remove the unverified debt from my credit reports."
2858821,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Other problem,DISCOVER BANK,NY,Web,Yes,N/A,2018-03-29,financial_harm,3223,"OnXX/XX/XXXXand onXX/XX/XXXXmy Discover Credit card was charged at 6 different locations. On XX/XX/XXXXthere were charges in XXXX XXXX   NY for {$51.00}, at XXXX XXXX  NY for {$5.00}, and two charges at XXXX XXXX XXXX XXXX, NY for {$18.00} and of {$13.00}. On XX/XX/XXXX there were charges at XXXX XXXX XXXX XXXX  ny for {$710.00}, at XXXX XXXX CA for {$11000.00}, and a charge at XXXX XXXX XXXX XXXX XXXX  NY for {$17.00}. I did not make those charges they were all fraudulent charges. I have proof of XXXX ticket that i was away in XXXX   WI XX/XX/XXXXat XXXX XXXX, and I came backXX/XX/XXXX to XXXX  NY where is reside. Few days later i realized there were charges on my account and I called to Discover Card to notify them that I didn't not make these charges. I was told that my account will be closed, i was also told by Discover that someone called and changed the phone number on the account, to which i explained that i did not do it and that I still have the same phone number as before. Discover took off the charges from my account, then put them back on saying that they are conducting the investigation. They told me to pay minimum payments until the whole situation is settled, so my c"
7196990,Debt collection,Credit card debt,Communication tactics,Frequent or repeated calls,"CLGF Holdco 1, LLC",NC,Web,Yes,N/A,2023-07-02,financial_harm,502,"Genesis FS Card Services are harassing me by repeatedly calling me every day and more than 7 times a day trying to collect a credit card debt. I have blocked them and from XXXX XXXX till XXXX XXXX I have screenshots of XXXX blocked calls from them. The phone number is XXXX. Now they have started calling me from phone number XXXX and emailing me. I cant take it anymore more, the account is closed, on my credit report as closed on XXXX XXXX. Please help me, I can provide screenshots of the call log."
14939059,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt is not yours,"January Technologies, Inc",NC,Web,Yes,N/A,2025-07-30,financial_harm,278,"XXXX, XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX, and January all once owned a Allegedly debt accounts of my sister and I. They have mixed up our accounts and emails, exposing our personal information to an unauthorized third party. On multiple occasions XXXX XXXX XXXX XXXX XXXX XXXX"
11107193,Credit card,Store credit card,Trouble using your card,Can't use card to make purchases,Atlanticus Services Corporation,VA,Web,Yes,N/A,2024-12-11,financial_harm,2485,"XX/XX/XXXX called customer service regarding refund to my card. found out a hold was on my card and needed to contact merchant for Fortiva to process the refund. Called XXXX XXXX found out there was no hold to process. Called Fortiva back let them know that the order had been canceled immediately so there was nothing to process. they said there was nothing they could do. they then said that my card was suspended I asked why. they could not give me an answer. they said someone would get back to me in 24 to 48 hours.

XX/XX/XXXX. I called Fortiva to see if I could get more answers. They transferred me. They said my card was suspended because they needed to verify me and to send a selfie of me holding up my license next to my face. I asked why was the card suspended, and why did they need the selfie, they said again to verify. no other clarification. 
XXXX. I called Fortiva again. this time I spoke with Fraud Supervisor. I asked Her to review the notes from the previous days and to please provide more details as to why my card was suspended. she said the account needed to be verified. she also mentioned that the 24 to 48 time period would not begin until Monday. I had mentioned that I"
18046100,Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,"FAIR COLLECTIONS & OUTSOURCING, INC.",TX,Web,Yes,N/A,2025-12-01,financial_harm,1263,"The companys response still does not satisfy FDCPA 1692g ( b ) validation requirements or Texas state law. 
They claim the Statement of Deposit was processed on XX/XX/year> and would have been sent, but they provided no proof it was actually mailed, received, or compliant with Texas Property Code 92.104. Under Texas law, the landlord must provide a copy of the itemized deposit letter and proof of mailing within 30 days. None was provided.

No final itemized statement, inspection report, photos, repair invoices, or documentation supporting any charges were provided.

Their explanation of accelerated rent violates Texas Property Code 91.006, which requires landlords to mitigate damages and provide documentation of re-rental, new rental rate, vacancy days, and exact calculation. They provided no documentation only unsupported statements. 
A ledger and a narrative explanation are not legal validation under FDCPA or case law ( XXXX XXXX XXXX XXXX ; XXXX XXXX XXXX XXXX ). 

The debt remains unvalidated, and continuing to report it violates FDCPA 1692g ( b ), FDCPA 1692e ( 8 ), and FCRA 623 ( a ) ( 3 ).

I request supervisory escalation and deletion of the account due to continued failure"
9141094,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,CA,Web,Yes,N/A,2024-06-01,financial_harm,2781,"My name is XXXX XXXX and I currently reside at XXXX XXXX XXXX XXXX XXXX, CA XXXX. My date of birth is XX/XX/XXXX and my Social Security Number is XXXX. I am writing to you regarding a few discrepancies I have encountered in my credit report. I am a victim of identity theft and I need your help to remove these fraudulent accounts. While checking my credit report, I noticed accounts, I did not authorize were made by the following that I will be listed below. I did not authorize any of these employers/employees at these companies to approve or view my credit report. This is a serious breach of my privacy rights and violates the Fair Credit Reporting Act 605B. I would like to request that these accounts and addresses be immediately removed from my credit file that Experian has under my Social Security Number. 
I am requesting that you place an immediate block on the following fraudulent information in my credit file within 4 days of receipt of this correspondence. Please block this fraudulent information per section 605B, 615 ( f ), and 623 ( a ) ( 6 ) of the Fair Credit Reporting Act. My address is not being reported. Add my current address to my credit file. My current address is XXX"
11849210,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information is missing that should be on the report,TRANSWORLD SYSTEMS INC,NY,Web,Yes,N/A,2025-01-30,financial_harm,1697,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, TX XXXX Subject : Credit Report Dispute Inaccurate Collection Account Information Dear XXXX, I am writing to formally dispute inaccurate information on my credit report. The specific account in question is : Creditor Name : Transworld System IncXXXX Original Creditor : XXXX XXXX Account Number : XXXX Balance Reported : {$1500.00} Status : Collection Account Upon reviewing my credit report, I identified a factual inconsistency that requires correction : 1.Impossible Date of Account Opening : The report states that this collection account was opened on XX/XX/XXXX, yet it is already being reported as a collection account in XXXX and XX/XX/XXXX, and XX/XX/XXXX. This is a clear logical erroran account can not enter collections before it even exists. This suggests incorrect reporting or re-aging of the debt, which is a violation of the Fair Credit Reporting Act ( FCRA ).

2.Potentially Inaccurate Reporting Timeline : If the debt was indeed placed into collections, the status update dates and payment history should reflect accurate and consistent reporting. The timeline currently displayed on my credit report"
6785282,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Investigation took more than 30 days,"EQUIFAX, INC.",NV,Web,Yes,N/A,2023-04-04,financial_harm,972,"I have sent in many disputes and not getting a response it been more than 30 day since last compliant filled. EQUIFAX BROKE THE LAW an I am stressed out emotionally and it causing me financial damages This is the fourth time I put is a dispute to resolve this issue. I even done it through CFPB a COUPLE TIMES THIS IS MY FINAL NOTICE. IF YOU failure to respond 5 calendar days will be constituted as your acceptance that the debt is not valid. Please be advise verify, validate and document for your records that I AM LEGALLY Obligated to pay these alleged debts. Please be advised that a simple verified will not constitute an appropriate legal nor is it a lawful response. PLEASE REMOVE THE FOLLOWING IMMEDIATELY XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX Remove late payments ANY LATE PAYMENTS OPEN CFPB COMPLAINT XXXX, XXXX"
11665039,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,,"Block, Inc.",GA,Web,Yes,N/A,2025-01-17,financial_harm,661,"I am filing a complaint against Cash App ( Block , Inc. ) due to inadequate customer service and unfair practices, which violate the Consumer Financial Protection Act ( CFPA ). Specifically, Cash App failed to take timely and effective measures to prevent and address fraud on their platform, leaving my account vulnerable and unprotected.

Furthermore, their dispute resolution process was unfair and deceptive, as they did not comply with error resolution requirements under the Electronic Fund Transfer Act ( EFTA ) and Regulation E. These actions have caused significant inconvenience and financial loss, and I seek appropriate redress for these violations."
9572386,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NV,Web,Yes,N/A,2024-07-22,financial_harm,304,"I am a victim of XXXX XXXX  of debt XXXX  and would like for all listed accounts to BE BLOCKED AND DELETED from the Company Transunion LLC : XXXX XXXX XXXX Account number XXXX, XXXX XXXX XXXX XXXX account number XXXX XXXX XXXX DOB : XX/XX/year> XXXX I have mailed a copy of my affidavits to each company!"
13253967,Credit card,General-purpose credit card or charge card,Fees or interest,Charged too much interest,SYNCHRONY FINANCIAL,TN,Web,Yes,N/A,2025-04-30,financial_harm,853,"i have had a care credit account for a few years now, and have been paying the monthly payment and on time. I noticed that my account wasn't going down, So I did some research and figured out that they were charging me a fee for something that I did not agree too. So I contacted them and after much arguing about that they gave me a refund of XXXX. Now 2 weeks later they come up with a finance charge of XXXX. So I called them again and now they that is for some promotion of no interest for 18months. I have had my account for much longer that that. They said that I could pay the account off and they would remove the Charge. This is absolutely ridicules, To me this is in retaliation of the credit they had to give me. I have been paying interest all along. I have read the complaints on this company and they are many. What can be done about this?"
13519942,Debt collection,Credit card debt,False statements or representation,Attempted to collect wrong amount,CAPITAL ONE FINANCIAL CORPORATION,MD,Web,Yes,N/A,2025-05-14,financial_harm,948,"I have a charged-off credit card account with Capital One, totaling {$2200.00}. The collection agency working on their behalf offered to settle the debt for {$1400.00}, to be paid in 7 monthly payments : {$210.00} for XXXX and {$210.00} each month from XXXX through XXXX. 

I agreed to this payment plan over the phone and asked for the settlement agreement in writing before making any payments. However, they told me that I will only receive the written agreement after making the first payment. 

I explained that I need written confirmation of the terms before sending money, but they refused. Ive followed up, and they continue to insist I must pay first. 

Im worried that if I pay without documentation, the full balance might still be pursued or the terms could change. Im asking for help to ensure I receive a written settlement agreement before I make any payments, so I can protect myself and feel confident about honoring the agreement."
4194031,Debt collection,Medical debt,Written notification about debt,Didn't receive enough information to verify debt,TRANSWORLD SYSTEMS INC,FL,Web,Yes,N/A,2021-03-08,financial_harm,331,"I sent a debt validation letter on XX/XX/2021 and Transworld System Inc and they received it on XX/XX/2021 via certified mail to XXXX XXXX XXXX XXXX, DE XXXX. This company has failed to validate this debt by not responding at all. Please delete this information from my credit file and cease all collections activities immediately."
16422585,Debt collection,I do not know,Written notification about debt,Didn't receive enough information to verify debt,Monterey Financial Services LLC,CA,Web,Yes,N/A,2025-10-07,financial_harm,881,"This complaint is also my official request for debt validation to MONTEREY COLLECTION SERVICES. My attached letter clearly specifies the documents that must be provided under the FDCPA : the original signed contract, proof of ownership or assignment, the purchase agreement, and a detailed accounting of the balance. 
By using the CFPB complaint system, I am making sure my request is documented, forwarded, and acted upon properly. Consumers have the right to full transparency, and I expect MONTEREY COLLECTION SERVICES to provide complete validation. 
To further protect my rights under the FCRA, I am also requesting information to verify the accuracy and completeness of the account they reported to the Credit Bureaus : the Date of First Delinquency, the date the account was charged off ; and the date the account was acquired by or assigned to MONTEREY COLLECTION SERVICES."
19741802,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,"Credit Control, LLC",VA,Web,Yes,N/A,2026-02-24,financial_harm,766,"I am disputing this account as inaccurate and request full validation, including the original signed agreement and complete payment history. If you can not verify this debt, you must delete it from all credit reporting agencies. 
Pursuant to the Fair Debt Collection Practices Act ( FDCPA ) 1006.34, I am entitled to receive verification of the debt you claim I owe. I dispute the validity of this debt and, as such, I am exercising my rights under the FDCPA to seek verification. Please provide the following information within the next XXXX  days : 1. The amount of the debt claimed. 
2. The name of the original creditor.

3. A copy of the agreement, contract, or other instrument that created the debt.

4. Verification that you are licensed to collect debts in."
